Anime_ID,Title,Genres,Type,Episodes,Producers,Studios,Score
10717,Towa no Quon 6: Towa no Quon,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,7.64
10718,Soliton no Akuma,"Military, Drama, Sci-Fi",Movie,1,Triangle Staff,Unknown,5.98
10719,Boku wa Tomodachi ga Sukunai,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",TV,12,"AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",AIC Build,7.27
10720,Korekuraide Utau,Music,Music,1,Unknown,Unknown,6.87
10721,Mawaru Penguindrum,"Mystery, Comedy, Dementia, Psychological, Drama",TV,24,"Starchild Records, Mainichi Broadcasting System",Brain's Base,7.98
10723,Sojunghan Nal-ui Kkum,"Comedy, Drama, Romance",Movie,1,Studio MWP,Studio Meditation With a Pencil,6.49
10728,Maid Ane,Hentai,OVA,2,Digital Works,Y.O.U.C,6.13
10731,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,"Action, Comedy, Sports, School, Shounen",Movie,1,Nihon Ad Systems,"Production I.G, M.S.C",7.47
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",OVA,1,Unknown,Toei Animation,6.59
10735,Planetes Picture Drama,"Comedy, Sci-Fi, Space",Special,9,Bandai Visual,Sunrise,5.66
10736,Precure kara Minna e no Ouen Movie,"Fantasy, Magic, Shoujo",ONA,1,Unknown,Toei Animation,6.06
10737,A-Channel: +A-Channel,"Comedy, School, Slice of Life, Seinen",Special,11,Aniplex,Studio Gokumi,6.97
10739,Panty & Stocking in Sanitarybox,"Action, Comedy, Parody, Dementia, Supernatural, Ecchi",Special,1,Unknown,Gainax,6.42
10740,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,"TV Tokyo, Shogakukan-Shueisha Productions, Marvelous, Toho",OLM,6.63
10741,Jingi,"Adventure, Police, Drama",OVA,2,Unknown,J.C.Staff,Unknown
10742,Saru to Kani no Gassen,Drama,Movie,1,Unknown,Unknown,5.12
10743,Tora-chan no Kankan Mushi,Drama,Movie,1,Unknown,Unknown,5.28
10751,Kikou Kai Galient OVA,"Action, Sci-Fi, Fantasy, Mecha",OVA,3,Unknown,Sunrise,6.01
10755,Lupin tai Holmes,Mystery,Special,1,Unknown,Toei Animation,6.08
10756,Shita-kiri Suzume,Drama,Movie,1,Unknown,Unknown,Unknown
10757,Kachikachi Yama,Drama,Movie,1,Unknown,Unknown,5.68
10758,Momotarou,Drama,Movie,1,Unknown,Unknown,Unknown
10759,Kintarou,Drama,Movie,1,Unknown,Unknown,Unknown
10760,Issunboushi,Drama,Movie,1,Unknown,Unknown,Unknown
10763,Robot Taekwon V,"Action, Mecha",Movie,1,Unknown,Unknown,4.84
10764,Buta Himesama,"Hentai, Supernatural, Fantasy",OVA,1,Pink Pineapple,Seven,5.6
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,"Game, Comedy, Supernatural, Shounen",OVA,1,Unknown,Studio Pierrot,7.41
10766,Detective Conan vs. Wooo,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2,Unknown,TMS Entertainment,6.07
10770,Mahou Shoujo Elena,"Hentai, Supernatural, Magic",OVA,3,"Valkyria, Anime Antenna Iinkai","Studio Fantasia, Rabbit Gate",6.51
10774,Soccer Fever,"Historical, Sports",TV,51,Tokyo Movie Shinsha,Unknown,Unknown
10775,SKET Dance: Tettei Bunseki Special,"School, Shounen",Special,1,Unknown,Tatsunoko Production,7.02
10779,Eroge! H mo Game mo Kaihatsu Zanmai,Hentai,OVA,6,Unknown,Collaboration Works,7.57
10780,Dead Heat,"Action, Sports, Mecha, Sci-Fi",OVA,1,Unknown,Sunrise,5.49
10790,Kore wa Zombie Desu ka? of the Dead,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",TV,10,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Studio Deen,7.56
10792,Haramasete Seiryuu-kun!,"Comedy, Harem, Hentai",OVA,2,Pixy,Unknown,6.46
10793,Guilty Crown,"Action, Sci-Fi, Super Power, Drama, Romance, Mecha",TV,22,"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music",Production I.G,7.52
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",OVA,1,Sony Music Communications,8bit,6.92
10796,Softenni Specials,"Comedy, Ecchi",Special,6,Unknown,Xebec,6.1
10797,Kayoe! Chuugaku,"Comedy, School",TV,425,Unknown,DLE,Unknown
10798,Un-Go,"Mystery, Supernatural",TV,11,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Bones,7.4
10799,Chime,Music,Music,1,Unknown,Studio Deen,5.94
10800,Chihayafuru,"Drama, Game, Josei, School, Slice of Life, Sports",TV,25,"VAP, Nippon Television Network",Madhouse,8.23
10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,"Studio Mausu, Slow Curve",Gonzo,5.47
10802,MonHun Nikki Girigiri Airou Mura G,"Action, Comedy",TV,13,Unknown,DLE,6.06
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""","Slice of Life, Historical, Seinen",Special,1,Aoni Entertainment,Satelight,7.35
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",OVA,1,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Manglobe,7.32
10807,Nichijou: Original Jikai Yokoku,"Slice of Life, Comedy, School",Special,25,Unknown,Kyoto Animation,7.0
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49,"Sotsu, Lantis, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,6.49
10810,Pucca 2,"Action, Comedy, Parody, Romance",TV,13,Unknown,Unknown,6.52
10812,Toumei Shounen Tantei Akira,"Action, Shounen",Special,1,Unknown,Unknown,5.25
10813,Alps no Shoujo Heidi Pilot,"Comedy, Drama, Slice of Life",Special,1,TCJ,Unknown,5.35
10815,UFO Senshi Dai Apolon 2,"Action, Sci-Fi, Mecha",TV,21,Unknown,"Eiken, Studio Live",Unknown
10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,1,Unknown,Unknown,6.92
10820,Sengoku Majin Goushougun (Movie),"Mecha, Parody, Sci-Fi",Movie,1,Unknown,Production Reed,6.05
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,"Kids, Magic, Fantasy, Shoujo",Movie,1,Unknown,Toei Animation,6.99
10822,Ranma ½: Totteoki Talk - Best of Memories,"Slice of Life, Comedy, Martial Arts",OVA,1,Unknown,Unknown,7.02
10823,Ranma ½: 1994 Music Calendar,"Slice of Life, Martial Arts, Comedy",OVA,1,Unknown,Unknown,6.64
10824,Ranma ½: DoCo Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,Unknown,Unknown,6.85
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"Comedy, Martial Arts, Slice of Life",OVA,1,Unknown,Unknown,7.16
10827,Wizard Girl Ambitious,"Fantasy, Hentai",OVA,1,Unknown,PoRO,6.66
10832,Ikoku Meiro no Croisée: Yune & Alice,"Historical, Seinen, Slice of Life",Special,7,Unknown,Satelight,6.35
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Comedy, Romance, School, Super Power",Special,6,Unknown,SILVER LINK.,7.24
10838,Double-J,"Comedy, School, Shounen",TV,11,Unknown,DLE,5.5
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Magic, Fantasy",ONA,4,Studio Moriken,Bones,6.97
10845,Manyuu Hikenchou Specials,"Action, Ecchi, Seinen",Special,8,Unknown,Hoods Entertainment,6.17
10847,Inumarudashi,Comedy,TV,4,indigo line,Gathering,5.24
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Music,1,Unknown,Diomedéa,6.53
10850,Seibu Tetsudou Ekiin Tako-chan,"Comedy, Parody, Police, Slice of Life",ONA,12,Unknown,Shin-Ei Animation,Unknown
10851,Euphoria,Hentai,OVA,6,Unknown,Majin,6.1
10852,Game Tengoku: The Game Paradise!,"Action, Adventure, Comedy, Mecha",OVA,1,OLM,Daume,Unknown
10855,Penguin no Mondai Max,"Comedy, Kids",TV,50,TV Tokyo,Shogakukan Music & Digital Entertainment,Unknown
10856,Penguin no Mondai DX?,"Comedy, Kids",TV,52,Shogakukan Music & Digital Entertainment,Unknown,Unknown
10859,Sorette♡Dakara ne!,Slice of Life,ONA,1,Unknown,Asahi Production,5.07
10862,Tennis no Ouji-sama: Pair Prince,"Comedy, Sports, Drama, Shounen",Special,8,Nihon Ad Systems,Production I.G,7.24
10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Comedy, Thriller",Special,1,Frontier Works,White Fox,8.34
10869,Scan2Go,"Game, Cars, Space, Kids",TV,52,d-rights,SynergySP,6.08
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),"Sci-Fi, Comedy, Mecha",TV,12,Unknown,Production I.G,7.28
10882,Ghost Messenger,"Action, Supernatural",OVA,2,Unknown,Studio Animal,Unknown
10884,Saki Achiga-hen: Episode of Side-A,"Game, School, Slice of Life",TV,12,"TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon",Studio Gokumi,7.33
10886,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,"Action, Demons, Shounen, Sports, Supernatural",Special,1,Imagine,Studio Deen,6.49
10887,Dame Oyaji,"Slice of Life, Comedy",TV,26,TV Tokyo,Knack Productions,Unknown
10889,Jungle Kurobee,Comedy,TV,31,Unknown,Tokyo Movie Shinsha,Unknown
10893,Kyousou Giga,"Action, Fantasy, Supernatural",ONA,1,Unknown,Toei Animation,6.94
10897,Boku wa Tomodachi ga Sukunai Episode 0,"Slice of Life, Comedy, Romance, School",OVA,1,"Bushiroad, Good Smile Company",AIC Build,6.75
10901,Aoi Hitomi no Onnanoko no Ohanashi,"Drama, Historical",Special,1,TV Asahi,Shin-Ei Animation,Unknown
10904,Waza no Tabibito,"Adventure, Fantasy",Movie,1,Unknown,Unknown,5.18
10905,Ikoku Meiro no Croisée Picture Drama,"Historical, Seinen, Slice of Life",Special,6,Unknown,Satelight,6.38
10906,Hakoiri Shoujo: Virgin Territory,Hentai,OVA,2,"Mary Jane, Seven",Unknown,5.93
10908,Kakko Kawaii Sengen! 2,Comedy,TV,10,Unknown,Unknown,5.85
10909,Ultraman Kids: M7.8 Sei no Yukai na Nakama,"Kids, Super Power",Movie,1,Tsuburaya Productions,Unknown,5.61
10916,Pokemon: Pikachu no Fuyuyasumi (2000),"Adventure, Comedy, Fantasy, Kids",OVA,2,Unknown,OLM,6.43
10917,Pokemon: Pikachu no Fuyuyasumi (2001),"Adventure, Comedy, Fantasy, Kids",OVA,3,Unknown,OLM,6.41
10918,Kowarekake no Orgel (Movie),"Sci-Fi, Music, Slice of Life, Drama",Movie,1,ElectromagneticWave,Actas,7.32
10920,Seikon no Qwaser II Picture Drama,Ecchi,Special,4,Hoods Entertainment,TAKI Corporation,6.01
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,1,"Bushiroad, Chrono Gear Creative",J.C.Staff,6.98
10924,Queen's Blade OVA,"Action, Adventure, Ecchi, Fantasy",OVA,2,"Genco, Media Factory, Hobby Japan",Arms,6.36
10928,Nogizaka Haruka no Himitsu: Finale,"Comedy, Romance",OVA,4,Unknown,Diomedéa,7.35
10933,R-15: R15 Shounen Hyouryuuki,"Adventure, Harem, Comedy, Parody, Romance, Ecchi",OVA,1,Unknown,AIC,6.72
10934,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,"Comedy, Supernatural, Romance, Ecchi, Vampire, Shounen",OVA,1,Unknown,Zexcs,6.95
10935,Hourou Musuko Specials,"Drama, School",Special,2,"Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music",AIC Classic,7.63
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Supernatural, Seinen",OVA,1,Akita Shoten,AIC PLUS+,6.68
10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,Sotsu,Sunrise,8.36
10938,Innocent: Shoujo Memoria,Hentai,OVA,1,Pink Pineapple,Unknown,6.02
10941,Mushi no Tameiki,Music,Music,1,Unknown,Unknown,5.49
10943,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",Movie,1,Unknown,Unknown,Unknown
10947,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,"Sci-Fi, Comedy, Mecha",Special,1,Unknown,Production I.G,6.79
10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,"Sci-Fi, Comedy, Mecha",Special,1,Unknown,Production I.G,6.88
10949,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,"Sci-Fi, Comedy, Mecha",Special,3,Unknown,Production I.G,6.48
10950,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,"Sci-Fi, Comedy, Mecha",Special,3,Unknown,Production I.G,6.71
10953,Pants Pankurou,"Slice of Life, Comedy, Kids",TV,85,NHK,Unknown,Unknown
10954,Toei Robot Girls,"Parody, Mecha, Sci-Fi",ONA,1,Unknown,Toei Animation,5.31
10958,High Score,"Slice of Life, Comedy, School, Shoujo",TV,8,Unknown,DLE,5.62
10964,Heavy,"Action, Drama, Sports",Movie,1,Unknown,Unknown,Unknown
10965,Kagaku Bouken-tai Tansar 5,"Adventure, Mystery, Sci-Fi, Supernatural",TV,34,Unknown,Sunrise,Unknown
10967,Circuit no Ookami II: Modena no Ken,"Cars, Seinen",OVA,1,Magic Bus,Gainax,Unknown
10979,48x61,"Sports, Comedy",ONA,1,Unknown,Madhouse,5.3
10987,Zettai Zetsumei Dangerous Jiisan (2004),"Comedy, Kids",TV,51,Shogakukan,Studio Hibari,Unknown
10989,Stray Sheep: Poe no Chicchana Daibouken,"Comedy, Kids",TV,12,Robot Communications,Unknown,Unknown
10995,Ganbare!! Nattou-san,Comedy,TV,4,Unknown,Kachidoki Studio,Unknown
10997,Fujilog 2nd Season,Comedy,TV,13,Unknown,Unknown,Unknown
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Sports, Super Power, Shounen",Movie,1,"Studio Jack, Dentsu Tec",OLM,7.41
11001,Toshokan Sensou: Kakumei no Tsubasa,"Action, Comedy, Military, Romance",Movie,1,"Kadokawa Shoten, Dwango, Sony PCL, Jinnan Studio",Production I.G,7.8
11005,Holy Knight,"Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",OVA,2,Cammot,Lilix,6.02
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,1,Unknown,OLM,6.91
11013,Inu x Boku SS,"Comedy, Supernatural, Romance, Shounen",TV,12,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",David Production,7.46
11017,Battle Spirits: Heroes,"Game, Sci-Fi",TV,50,Nagoya Broadcasting Network,Sunrise,6.18
11019,Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy, Kids",Movie,1,Unknown,OLM,7.04
11021,Muv-Luv Alternative: Total Eclipse,"Action, Military, Sci-Fi, Mecha",TV,24,"TV Tokyo, Avex Entertainment, AT-X, Magic Capsule, Nippon Cultural Broadcasting","Satelight, ixtl",7.11
11031,Vampire,"Hentai, Supernatural, Vampire",OVA,2,"Digital Works, MS Pictures",Y.O.U.C,6.58
11033,"Natsu-iro Egao de 1, 2, Jump!",Music,Music,1,Lantis,Sunrise,7.25
11043,Install Pilot,"Action, Sci-Fi, Shounen",Special,1,Unknown,Asahi Production,5.8
11049,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,"Slice of Life, Fantasy",Movie,1,Unknown,Toei Animation,6.16
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,Tokyo Movie Shinsha,Unknown,7.11
11061,Hunter x Hunter (2011),"Action, Adventure, Fantasy, Shounen, Super Power",TV,148,"VAP, Nippon Television Network, Shueisha",Madhouse,9.1
11065,Shoukoujo The Animation,Hentai,OVA,2,"Pink Pineapple, T-Rex",Office Take Off,6.8
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,Hentai,OVA,2,Nihikime no Dozeu,Unknown,6.79
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,Unknown,OLM,6.33
11073,Pokemon Introductory Recap,"Fantasy, Kids",Movie,1,Unknown,OLM,6.47
11077,Hellsing: The Dawn,"Action, Horror, Seinen, Supernatural, Vampire",Special,3,Unknown,Graphinica,7.19
11079,Kill Me Baby,"Comedy, School, Seinen",TV,13,"Pony Canyon, TBS, Magic Capsule",J.C.Staff,6.87
11083,Nurarihyon no Mago: Sennen Makyou Recaps,"Action, Demons, Shounen, Supernatural",Special,2,Unknown,Studio Deen,6.68
11087,Awake,"Action, Mecha, Parody, Sci-Fi",Special,2,Studio AWAKE,Unknown,5.26
11093,Ziggy: Soreyuke! R&R Band,"Adventure, Music, Mystery",Movie,1,Unknown,Studio Deen,5.69
11095,Zouressha ga Yatte Kita,Adventure,Movie,1,Unknown,Mushi Production,Unknown
11097,Zou no Inai Doubutsuen,Drama,Movie,1,Unknown,Unknown,Unknown
11099,Tiger & Bunny Pilot,"Action, Comedy, Super Power",Special,1,Unknown,Sunrise,6.19
11101,Honoo no Alpenrose,"Historical, Drama, Romance, Shoujo",OVA,2,Unknown,Tatsunoko Production,6.15
11103,Busou Shinki Moon Angel,"Action, Sci-Fi",ONA,10,Unknown,"TNK, Kinema Citrus",6.59
11111,Another,"Mystery, Horror, Supernatural, Thriller, School",TV,12,"Lantis, Kadokawa Shoten, Toho, KlockWorx, Bandai Namco Live Creative, NTT Docomo",P.A. Works,7.55
11113,Usagi Drop Specials,"Josei, Slice of Life",Special,4,Unknown,Production I.G,7.98
11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Studio Deen,7.97
11135,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,Lantis,Studio Deen,7.69
11141,Blue Seagull,"Action, Hentai",Movie,1,Unknown,Unknown,4.29
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,"Comedy, Romance, Ecchi, School",Special,1,Unknown,Doga Kobo,6.86
11177,Cross Fight B-Daman,"Game, Kids",TV,52,TV Tokyo Music,SynergySP,6.39
11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,"Starchild Records, KlockWorx, PPP, Studio Mausu, Shueisha",feel.,7.33
11185,Kowaku no Toki,Hentai,OVA,4,Unknown,PoRO,6.01
11189,Pair,Music,Music,1,Unknown,Unknown,5.56
11197,Kuma no Puutarou,Comedy,TV,30,Unknown,Studio Deen,Unknown
11203,Hero Hero-kun,"Adventure, Comedy, Game, Kids",TV,104,Public & Basic,"Studio Flag, Studio Bogey",Unknown
11209,Maken-Ki! OVA,"Action, Ecchi, Harem, Martial Arts, School, Super Power",OVA,2,AIC,Xebec,6.64
11213,Hoshi no Ko Poron,Sci-Fi,TV,260,Unknown,Unknown,Unknown
11221,Machikado no Märchen,"Music, Romance",OVA,1,Kitty Films,Unknown,6.25
11227,Rinne no Lagrange,"Action, Sci-Fi, Comedy, Mecha",TV,12,"Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG, Dwango",Xebec,6.92
11235,Amagami SS+ Plus,"Slice of Life, Comedy, Romance, School",TV,13,TBS,AIC,7.44
11237,Hidamari Sketch x SP,"Slice of Life, Comedy, School, Seinen",Special,2,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,7.79
11239,Hidamari Sketch x Honeycomb,"Slice of Life, Comedy, School, Seinen",TV,12,"Aniplex, Lantis, TBS, Movic, Houbunsha, Grooove",Shaft,7.94
11241,Brave 10,"Action, Adventure, Historical, Super Power, Samurai, Seinen",TV,12,"Media Factory, Studio Saki Makura, TMS Music",TMS Entertainment,6.8
11245,Manga Nihonshi,Historical,TV,52,"VAP, Tsuchida Productions",Unknown,Unknown
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,"Action, Ecchi, Martial Arts, Super Power, School",OVA,1,Unknown,Arms,6.65
11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,Aniplex,A-1 Pictures,7.31
11268,Ganso Tensai Bakabon,"Slice of Life, Comedy",TV,103,Tokyo Movie Shinsha,Unknown,6.26
11269,Maken Liner 0011 Henshin Seyo!,"Action, Mecha, Sci-Fi",Movie,1,Unknown,Toei Animation,5.56
11275,Akadou Suzunosuke,"Adventure, Historical",TV,52,Tokyo Movie Shinsha,Unknown,Unknown
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,1,Kadokawa Pictures Japan,Sunrise,6.56
11285,Black★Rock Shooter (TV),"Action, Drama, School, Slice of Life",TV,8,"Aniplex, Dentsu, Fuji TV, Ultra Super Pictures, Sony Music Entertainment, Fujipacific Music, Good Smile Company","Ordet, SANZIGEN",6.85
11299,Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,"Action, Adventure, Comedy, Mecha, Shounen, Space",Special,1,Unknown,Sunrise,6.86
11307,Ginga Patrol PJ,"Drama, Military, Sci-Fi, Space",TV,26,Fuji TV,Eiken,6.64
11313,Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance, School, Shounen",OVA,2,Kodansha,Tatsunoko Production,7.23
11319,Zero no Tsukaima F,"Adventure, Magic, Romance, Ecchi, Fantasy",TV,12,"Cospa, Showgate",J.C.Staff,7.52
11321,Nee Summer!,Hentai,OVA,2,Mary Jane,Unknown,7.1
11339,A-Channel+smile,"Comedy, School, Seinen, Slice of Life",OVA,2,"Aniplex, Dentsu, Mainichi Broadcasting System",Studio Gokumi,7.12
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Mystery, Comedy, Super Power",TV,12,"Sotsu, Lantis, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative","J.C.Staff, Artland",7.22
11349,Soredemo Tsuma wo Aishiteru,Hentai,OVA,3,"T-Rex, Cotton Doll",Unknown,6.47
11355,"Kono Danshi, Uchuujin to Tatakaemasu.","Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,Unknown,CoMix Wave Films,6.86
11357,Micro Teukgongdae Diatron 5,"Action, Space, Mecha, Sci-Fi",Movie,1,Unknown,Unknown,4.74
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen",Special,1,Unknown,Toei Animation,7.53
11371,Shin Tennis no Ouji-sama,"Action, Comedy, Sports, Shounen",TV,13,"TV Tokyo, Bandai Visual, Nihon Ad Systems, TV Tokyo Music, Marvelous AQL, Shueisha","Production I.G, M.S.C",7.56
11375,.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,"Bandai, CyberConnect2, flying DOG, Asmik Ace",Anima,7.14
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,"Action, Adventure, Comedy, Fantasy, Shounen",TV,25,TV Asahi,Toei Animation,6.45
11389,Happy Kappy Recap,"Comedy, Fantasy, Shoujo",Special,1,Shogakukan Music & Digital Entertainment,Unknown,Unknown
11405,Skyers 5,"Action, Sci-Fi",TV,12,Tele-Cartoon Japan,Unknown,Unknown
11411,Hell Target,"Space, Horror, Sci-Fi",OVA,1,Unknown,Unknown,4.72
11421,Iruka to Shounen,"Adventure, Kids",TV,13,Unknown,Eiken,Unknown
11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",J.C.Staff,7.49
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Samurai, Historical, Drama, Shounen",OVA,2,Aniplex,Studio Deen,7.11
11445,UFO Princess Valkyrie: Recap,"Comedy, Romance, Sci-Fi",Special,1,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",TNK,6.22
11447,Yuureisen,Supernatural,Movie,1,Unknown,Unknown,5.71
11457,Chibi☆Devi!,"Fantasy, Shoujo, Supernatural",TV,75,"Shogakukan-Shueisha Productions, Half H.P Studio",SynergySP,6.76
11465,Tsuma no Haha Sayuri,Hentai,OVA,2,Digital Works,Y.O.U.C,6.54
11467,TSF Monogatari,Hentai,OVA,2,Pink Pineapple,Unknown,6.67
11469,BaBuKa: Gokudou no Tsuma,Hentai,OVA,2,MS Pictures,Unknown,5.75
11471,Dororo Pilot,Action,Special,1,Unknown,Mushi Production,5.79
11483,Redline Pilot,"Cars, Sports",Special,1,Unknown,Madhouse,6.7
11487,Sekiranun Graffiti,Music,Music,1,Sony Music Entertainment,Studio Deen,6.95
11491,Recorder to Randoseru Do♪,"Comedy, School, Seinen, Slice of Life",TV,13,"Takeshobo, Dream Creation",Seven,6.69
11497,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",TV,26,TV Tokyo,Nippon Animation,Unknown
11499,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,7.36
11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi",Special,1,Bandai Visual,Satelight,6.03
11507,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,Music,Music,1,Unknown,Manglobe,6.55
11511,Bouei Honou / Evidence,Music,Music,2,Pony Canyon,Unknown,5.56
11521,Hello Kitty: Ringo no Mori no Fantasy,"Comedy, Fantasy, Kids",TV,13,Sanrio,Asahi Production,5.88
11523,Shiofuki Mermaid,Hentai,OVA,1,Schoolzone,Unknown,6.35
11525,Mamimume★Mogacho,Kids,TV,13,"TV Tokyo, Sega, Idea Factory",Unknown,Unknown
11531,Un-Go: Inga-ron,"Mystery, Supernatural",Movie,1,Unknown,Bones,7.6
11533,Momotarou Densetsu,"Adventure, Comedy",TV,51,TV Tokyo,Knack Productions,Unknown
11537,Yamatarou Kaeru,Kids,OVA,1,Unknown,Tezuka Productions,6.05
11541,Ad Lib Anime Kenkyuujo,Comedy,TV,38,Unknown,Unknown,Unknown
11543,Hate You,"Action, Music",Music,1,Unknown,Unknown,5.98
11545,Happyakuyachou Hyouri Kewaishi,"Historical, Drama",TV,16,TBS,Shin-Ei Animation,Unknown
11547,Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26,"TV Tokyo, G-mode","Milky Cartoon, LMD",6.07
